hostname	gaia_id	default_flag	st_refname	st_vsin	st_vsinerr1	st_vsinerr2	st_vsinlim	rowupdate	releasedate;;
Kepler-1743	Gaia DR2 2129407784218783488	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1744	Gaia DR2 2101955968172274432	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1745	Gaia DR2 2077819763799736192	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1746	Gaia DR2 2102490189082470528	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1747	Gaia DR2 2106814984930919296	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1748	Gaia DR2 2106499562532338944	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1749	Gaia DR2 2127463224886292224	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-175	Gaia DR2 2102880210775046528	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-175	Gaia DR2 2102880210775046528	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-1750	Gaia DR2 2129654040463673600	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1751	Gaia DR2 2132220334960823552	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1752	Gaia DR2 2136207095405014912	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1753	Gaia DR2 2130405075624683136	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1754	Gaia DR2 2134972275129562752	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1755	Gaia DR2 2073715630497465856	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1756	Gaia DR2 2076572092984362880	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1757	Gaia DR2 2086312941367921408	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1758	Gaia DR2 2073662166743600896	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1759	Gaia DR2 2086879189856001024	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-176	Gaia DR2 2078286197246582016	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-176	Gaia DR2 2078286197246582016	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-176	Gaia DR2 2078286197246582016	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-176	Gaia DR2 2078286197246582016	1	<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>					2016-05-06	2016-05-10;;
Kepler-1760	Gaia DR2 2131804925724122240	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1761	Gaia DR2 2131817707546856320	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1762	Gaia DR2 2101083368257255040	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1763	Gaia DR2 2076537252208879104	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1764	Gaia DR2 2077411363951616512	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1765	Gaia DR2 2078527986732237824	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1766	Gaia DR2 2128151660905893504	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1767	Gaia DR2 2128221376815734528	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1768	Gaia DR2 2076155515517119744	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1769	Gaia DR2 2078083436127470080	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-177	Gaia DR2 2106339927188171776	1	<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>					2021-05-28	2021-05-28;;
Kepler-177	Gaia DR2 2106339927188171776	1	<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>					2020-05-01	2020-05-07;;
Kepler-1770	Gaia DR2 2075969526254302848	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1771	Gaia DR2 2129746468160336768	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1772	Gaia DR2 2101002725951186560	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1773	Gaia DR2 2099957605786905344	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1774	Gaia DR2 2102110724433416960	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1775	Gaia DR2 2100001036496903040	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1776	Gaia DR2 2129103700534539136	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1777	Gaia DR2 2051104586182508928	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1778	Gaia DR2 2106006156689931648	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1779	Gaia DR2 2082208254002842240	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-178	Gaia DR2 2130634667395736704	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-178	Gaia DR2 2130634667395736704	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-178	Gaia DR2 2130634667395736704	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-1780	Gaia DR2 2078135461074212736	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1781	Gaia DR2 2101755788338161920	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1782	Gaia DR2 2117335077826003840	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1783	Gaia DR2 2076839480469187712	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1784	Gaia DR2 2079270981709055232	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1785	Gaia DR2 2080645611761634432	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1786	Gaia DR2 2051947739803854336	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1787	Gaia DR2 2127803321876716928	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1788	Gaia DR2 2127435363438637952	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1789	Gaia DR2 2104539202019666432	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-179	Gaia DR2 2086468453545432960	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-179	Gaia DR2 2086468453545432960	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-1790	Gaia DR2 2080062664440262784	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1791	Gaia DR2 2104257967562692096	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1792	Gaia DR2 2052211416440880384	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1793	Gaia DR2 2053593189011583360	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1794	Gaia DR2 2082304396854334720	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1795	Gaia DR2 2100442009378111744	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1796	Gaia DR2 2081915204099064960	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1797	Gaia DR2 2126749165104841088	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1798	Gaia DR2 2051797274209237376	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1799	Gaia DR2 2133366369675069568	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-18	Gaia DR2 2079295583282164992	1	<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>	4.0			1.0	2015-11-11	2014-05-14;;
Kepler-18	Gaia DR2 2079295583282164992	1	<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>	4.0			1.0	2019-03-01	2019-03-05;;
Kepler-18	Gaia DR2 2079295583282164992	1	<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>	4.0			1.0	2014-05-14	2014-05-14;;
Kepler-180	Gaia DR2 2134933208106983168	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-180	Gaia DR2 2134933208106983168	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-1800	Gaia DR2 2073686523494136192	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1801	Gaia DR2 2076185408488670208	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1802	Gaia DR2 2076053604520641024	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1802	Gaia DR2 2076053604520641024	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1804	Gaia DR2 2081919842663938688	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1805	Gaia DR2 2103822075621468672	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1806	Gaia DR2 2132842177507335424	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1807	Gaia DR2 2126190991155243264	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1808	Gaia DR2 2100414933904708608	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1809	Gaia DR2 2101194109695286272	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-181	Gaia DR2 2135292507890372224	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-181	Gaia DR2 2135292507890372224	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-1810	Gaia DR2 2052658367909936768	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1811	Gaia DR2 2101148411242230272	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1812	Gaia DR2 2073767994738269952	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1813	Gaia DR2 2129660087777589248	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1814	Gaia DR2 2103845032226500352	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1815	Gaia DR2 2076050683953049728	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1816	Gaia DR2 2135427576021495168	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1817	Gaia DR2 2105396099534835456	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1818	Gaia DR2 2103614444020842752	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1819	Gaia DR2 2080344139417876992	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-182	Gaia DR2 2133080462292772096	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-182	Gaia DR2 2133080462292772096	1	<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>					2014-05-14	2014-05-14;;
Kepler-1820	Gaia DR2 2086634445439637376	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1821	Gaia DR2 2135051371246744960	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1822	Gaia DR2 2076881364987303296	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1823	Gaia DR2 2106827216998206336	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
Kepler-1824	Gaia DR2 2076833055197955584	1	<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>					2021-12-05	2021-12-05;;
